Source,Target,Weight,Type
D_Adv_Marc_II,D_Adv_Hermogenem,7,undirected
D_Adv_Marc_II,D_Adv_Marc_I,48,undirected
D_Adv_Marc_II,D_Adv_Marc_IV,25,undirected
D_Adv_Marc_II,D_Adv_Praxean,2,undirected
D_Adv_Marc_II,Di_Ieiun,2,undirected
D_Adv_Marc_II,Di_Pud,17,undirected
D_Adv_Marc_III,A_Scorp,4,undirected
D_Adv_Marc_III,D_Adv_Iudaeos,39,undirected
D_Adv_Marc_III,D_Adv_Marc_IV,46,undirected
D_Adv_Marc_III,D_Adv_Marc_V,42,undirected
D_Adv_Marc_III,D_Adv_Praxean,7,undirected
D_Adv_Marc_III,Di_Res,2,undirected
D_Adv_Marc_IV,A_Scorp,33,undirected
D_Adv_Marc_IV,D_Adv_Iudaeos,13,undirected
D_Adv_Marc_IV,D_Adv_Marc_I,20,undirected
D_Adv_Marc_IV,D_Adv_Marc_II,25,undirected
D_Adv_Marc_IV,D_Adv_Marc_III,46,undirected
D_Adv_Marc_IV,D_Adv_Marc_V,60,undirected
D_Adv_Marc_IV,D_Adv_Praxean,29,undirected
D_Adv_Marc_IV,D_Praes,17,undirected
D_Adv_Marc_IV,Di_Bapt,7,undirected
D_Adv_Marc_IV,Di_Carn,6,undirected
D_Adv_Marc_IV,Di_Fug,16,undirected
D_Adv_Marc_IV,Di_Ieiun,4,undirected
D_Adv_Marc_IV,Di_Mono,8,undirected
D_Adv_Marc_IV,Di_Orat,6,undirected
D_Adv_Marc_IV,Di_Pud,20,undirected
D_Adv_Marc_V,A_Scorp,1,undirected
D_Adv_Marc_V,D_Adv_Iudaeos,3,undirected
D_Adv_Marc_V,D_Adv_Marc_I,10,undirected
D_Adv_Marc_V,D_Adv_Marc_III,42,undirected
D_Adv_Marc_V,D_Adv_Marc_IV,60,undirected
D_Adv_Marc_V,D_Adv_Praxean,21,undirected
D_Adv_Marc_V,Di_Carn,17,undirected
D_Adv_Marc_V,Di_Fug,2,undirected
D_Adv_Marc_V,Di_Mono,7,undirected
D_Adv_Marc_V,Di_Pud,35,undirected
D_Adv_Marc_V,Di_Res,16,undirected
D_Adv_Praxean,D_Adv_Hermogenem,3,undirected
D_Adv_Praxean,D_Adv_Marc_II,2,undirected
D_Adv_Praxean,D_Adv_Marc_III,7,undirected
D_Adv_Praxean,D_Adv_Marc_IV,29,undirected
D_Adv_Praxean,D_Adv_Marc_V,21,undirected
D_Adv_Praxean,Di_Pud,1,undirected
D_Adv_Val,A_Ad_martyras,7,undirected
D_Adv_Val,A_Apol,7,undirected
D_Adv_Val,A_Pall,2,undirected
D_Adv_Val,A_Scorp,7,undirected
D_Adv_Val,Di_An,47,undirected
D_Adv_Val,Di_Ieiun,17,undirected
D_Praes,A_Ad_Nationes_I_et_II,3,undirected
D_Praes,A_Apol,23,undirected
D_Praes,A_Scorp,5,undirected
D_Praes,D_Adv_Marc_IV,17,undirected
D_Praes,Di_Mono,9,undirected
D_Praes,Di_Pud,3,undirected
Di_An,A_Ad_Nationes_I_et_II,3,undirected
Di_An,A_Test_an,15,undirected
Di_An,D_Adv_Hermogenem,14,undirected
Di_An,D_Adv_Val,47,undirected
Di_An,Di_Cor,3,undirected
Di_An,Di_Cult_I_et_II,6,undirected
Di_An,Di_Ieiun,19,undirected
Di_An,Di_Pud,5,undirected
Di_An,Di_Res,55,undirected
Di_An,Di_Virg_vel,13,undirected
Di_Bapt,A_Scorp,18,undirected
Di_Bapt,D_Adv_Marc_IV,7,undirected
Di_Bapt,Di_Ieiun,1,undirected
Di_Bapt,Di_Orat,6,undirected
Di_Bapt,Di_Pud,25,undirected
Di_Bapt,Di_Res,5,undirected
Di_Carn,D_Adv_Hermogenem,3,undirected
Di_Carn,D_Adv_Marc_IV,6,undirected
Di_Carn,D_Adv_Marc_V,17,undirected
Di_Carn,Di_Exhort_Cast,2,undirected
Di_Carn,Di_Mono,8,undirected
Di_Carn,Di_Res,26,undirected
Di_Carn,Di_Virg_vel,1,undirected
Di_Cor,A_Ad_martyras,3,undirected
Di_Cor,A_Apol,24,undirected
Di_Cor,A_Pall,10,undirected
Di_Cor,A_Scorp,26,undirected
Di_Cor,Di_An,3,undirected
Di_Cor,Di_Cult_I_et_II,8,undirected
Di_Cor,Di_Spect,1,undirected
Di_Cult_I_et_II,A_Ad_martyras,9,undirected
Di_Cult_I_et_II,A_Ad_Nationes_I_et_II,28,undirected
Di_Cult_I_et_II,A_Apol,44,undirected
Di_Cult_I_et_II,A_Pall,15,undirected
Di_Cult_I_et_II,A_Test_an,2,undirected
Di_Cult_I_et_II,Di_An,6,undirected
Di_Cult_I_et_II,Di_Cor,8,undirected
Di_Cult_I_et_II,Di_Virg_vel,21,undirected
Di_Cult_I_et_II,Di_Vx_I_et_II,37,undirected
Di_Exhort_Cast,Di_Carn,2,undirected
Di_Exhort_Cast,Di_Mono,54,undirected
Di_Exhort_Cast,Di_Pud,11,undirected
Di_Exhort_Cast,Di_Virg_vel,8,undirected
Di_Exhort_Cast,Di_Vx_I_et_II,26,undirected
Di_Fug,A_Scorp,28,undirected
Di_Fug,D_Adv_Marc_IV,16,undirected
Di_Fug,D_Adv_Marc_V,2,undirected
Di_Fug,Di_Mono,6,undirected
Di_Fug,Di_Pud,8,undirected
Di_Idol,A_Ad_Nationes_I_et_II,1,undirected
Di_Idol,A_Ad_Scapulam,2,undirected
Di_Idol,A_Apol,14,undirected
Di_Idol,A_Pall,3,undirected
Di_Idol,A_Scorp,14,undirected
Di_Idol,A_Test_an,13,undirected
Di_Idol,Di_Ieiun,1,undirected
Di_Idol,Di_Mono,4,undirected
Di_Idol,Di_Orat,7,undirected
Di_Idol,Di_Pat,1,undirected
Di_Idol,Di_Pud,2,undirected
Di_Idol,Di_Spect,44,undirected
Di_Ieiun,A_Apol,6,undirected
Di_Ieiun,A_Pall,3,undirected
Di_Ieiun,A_Scorp,11,undirected
Di_Ieiun,D_Adv_Iudaeos,2,undirected
Di_Ieiun,D_Adv_Marc_II,2,undirected
Di_Ieiun,D_Adv_Marc_IV,4,undirected
Di_Ieiun,D_Adv_Val,17,undirected
Di_Ieiun,Di_An,19,undirected
Di_Ieiun,Di_Bapt,1,undirected
Di_Ieiun,Di_Idol,1,undirected
Di_Ieiun,Di_Orat,12,undirected
Di_Ieiun,Di_Pud,24,undirected
Di_Mono,D_Adv_Hermogenem,3,undirected
Di_Mono,D_Adv_Marc_IV,8,undirected
Di_Mono,D_Adv_Marc_V,7,undirected
Di_Mono,D_Praes,9,undirected
Di_Mono,Di_Carn,8,undirected
Di_Mono,Di_Exhort_Cast,54,undirected
Di_Mono,Di_Fug,6,undirected
Di_Mono,Di_Idol,4,undirected
Di_Mono,Di_Pud,20,undirected
Di_Mono,Di_Virg_vel,1,undirected
Di_Orat,A_Scorp,15,undirected
Di_Orat,D_Adv_Marc_IV,6,undirected
Di_Orat,Di_Bapt,6,undirected
Di_Orat,Di_Idol,7,undirected
Di_Orat,Di_Ieiun,12,undirected
Di_Orat,Di_Pud,18,undirected
Di_Paen,A_Apol,12,undirected
Di_Paen,Di_Pat,43,undirected
Di_Paen,Di_Pud,26,undirected
Di_Paen,Di_Vx_I_et_II,4,undirected
Di_Pat,A_Apol,2,undirected
Di_Pat,A_Scorp,6,undirected
Di_Pat,Di_Idol,1,undirected
Di_Pat,Di_Paen,43,undirected
Di_Pat,Di_Pud,27,undirected
Di_Pat,Di_Vx_I_et_II,1,undirected
Di_Pud,A_Scorp,23,undirected
Di_Pud,A_Test_an,2,undirected
Di_Pud,D_Adv_Marc_II,17,undirected
Di_Pud,D_Adv_Marc_IV,20,undirected
Di_Pud,D_Adv_Marc_V,35,undirected
Di_Pud,D_Adv_Praxean,1,undirected
Di_Pud,D_Praes,3,undirected
Di_Pud,Di_An,5,undirected
Di_Pud,Di_Bapt,25,undirected
Di_Pud,Di_Exhort_Cast,11,undirected
Di_Pud,Di_Fug,8,undirected
Di_Pud,Di_Idol,2,undirected
Di_Pud,Di_Ieiun,24,undirected
Di_Pud,Di_Mono,20,undirected
Di_Pud,Di_Orat,18,undirected
Di_Pud,Di_Paen,26,undirected
Di_Pud,Di_Pat,27,undirected
Di_Pud,Di_Res,36,undirected
Di_Res,A_Scorp,4,undirected
Di_Res,D_Adv_Marc_III,2,undirected
Di_Res,D_Adv_Marc_V,16,undirected
Di_Res,Di_An,55,undirected
Di_Res,Di_Bapt,5,undirected
Di_Res,Di_Carn,26,undirected
Di_Res,Di_Pud,36,undirected
Di_Res,Di_Virg_vel,7,undirected
Di_Spect,A_Ad_martyras,17,undirected
Di_Spect,A_Ad_Nationes_I_et_II,27,undirected
Di_Spect,A_Apol,46,undirected
Di_Spect,A_Scorp,2,undirected
Di_Spect,Di_Cor,1,undirected
Di_Spect,Di_Idol,44,undirected
Di_Virg_vel,A_Apol,13,undirected
Di_Virg_vel,Di_An,13,undirected
Di_Virg_vel,Di_Carn,1,undirected
Di_Virg_vel,Di_Cult_I_et_II,21,undirected
Di_Virg_vel,Di_Exhort_Cast,8,undirected
Di_Virg_vel,Di_Mono,1,undirected
Di_Virg_vel,Di_Res,7,undirected
Di_Virg_vel,Di_Vx_I_et_II,1,undirected
Di_Vx_I_et_II,A_Apol,17,undirected
Di_Vx_I_et_II,Di_Cult_I_et_II,37,undirected
Di_Vx_I_et_II,Di_Exhort_Cast,26,undirected
Di_Vx_I_et_II,Di_Paen,4,undirected
Di_Vx_I_et_II,Di_Pat,1,undirected
Di_Vx_I_et_II,Di_Virg_vel,1,undirected
