Source,Target,Weight,Type
Di_Exhort_Cast,Di_Idol,2,undirected
Di_Exhort_Cast,Di_Mono,60,undirected
Di_Exhort_Cast,Di_Paen,1,undirected
Di_Exhort_Cast,Di_Pud,4,undirected
Di_Exhort_Cast,Di_Virg_vel,28,undirected
Di_Exhort_Cast,Di_Vx_I_et_II,42,undirected
Di_Fug,A_Scorp,24,undirected
Di_Fug,D_Adv_Marc_IV,4,undirected
Di_Fug,D_Adv_Marc_V,2,undirected
Di_Fug,Di_Mono,19,undirected
Di_Fug,Di_Pud,11,undirected
Di_Idol,A_Ad_Nationes_I_et_II,1,undirected
Di_Idol,A_Ad_Scapulam,2,undirected
Di_Idol,A_Pall,3,undirected
Di_Idol,A_Scorp,19,undirected
Di_Idol,A_Test_an,15,undirected
Di_Idol,Di_Cult_I_et_II,1,undirected
Di_Idol,Di_Exhort_Cast,2,undirected
Di_Idol,Di_Mono,7,undirected
Di_Idol,Di_Orat,4,undirected
Di_Idol,Di_Pud,8,undirected
Di_Idol,Di_Spect,58,undirected
Di_Ieiun,A_Ad_martyras,4,undirected
Di_Ieiun,A_Pall,5,undirected
Di_Ieiun,A_Scorp,27,undirected
Di_Ieiun,D_Adv_Val,25,undirected
Di_Ieiun,Di_An,2,undirected
Di_Ieiun,Di_Cor,4,undirected
Di_Ieiun,Di_Orat,28,undirected
Di_Ieiun,Di_Pud,38,undirected
Di_Mono,D_Adv_Hermogenem,3,undirected
Di_Mono,D_Adv_Marc_IV,5,undirected
Di_Mono,D_Adv_Marc_V,3,undirected
Di_Mono,D_Praes,25,undirected
Di_Mono,Di_Carn,30,undirected
Di_Mono,Di_Exhort_Cast,60,undirected
Di_Mono,Di_Fug,19,undirected
Di_Mono,Di_Idol,7,undirected
Di_Mono,Di_Pud,16,undirected
Di_Mono,Di_Virg_vel,6,undirected
Di_Mono,Di_Vx_I_et_II,3,undirected
Di_Orat,A_Scorp,11,undirected
Di_Orat,Di_Bapt,29,undirected
Di_Orat,Di_Idol,4,undirected
Di_Orat,Di_Ieiun,28,undirected
Di_Orat,Di_Pat,10,undirected
Di_Orat,Di_Pud,10,undirected
Di_Paen,A_Apol,6,undirected
Di_Paen,Di_Bapt,4,undirected
Di_Paen,Di_Exhort_Cast,1,undirected
Di_Paen,Di_Pat,34,undirected
Di_Paen,Di_Pud,15,undirected
Di_Paen,Di_Vx_I_et_II,35,undirected
Di_Pat,Di_Orat,10,undirected
Di_Pat,Di_Paen,34,undirected
Di_Pat,Di_Pud,12,undirected
Di_Pat,Di_Vx_I_et_II,8,undirected
Di_Pud,A_Scorp,56,undirected
Di_Pud,A_Test_an,9,undirected
Di_Pud,D_Adv_Marc_II,16,undirected
Di_Pud,D_Adv_Marc_IV,17,undirected
Di_Pud,D_Adv_Marc_V,14,undirected
Di_Pud,D_Praes,1,undirected
Di_Pud,Di_An,8,undirected
Di_Pud,Di_Bapt,25,undirected
Di_Pud,Di_Exhort_Cast,4,undirected
Di_Pud,Di_Fug,11,undirected
Di_Pud,Di_Idol,8,undirected
Di_Pud,Di_Ieiun,38,undirected
Di_Pud,Di_Mono,16,undirected
Di_Pud,Di_Orat,10,undirected
Di_Pud,Di_Paen,15,undirected
Di_Pud,Di_Pat,12,undirected
Di_Pud,Di_Res,33,undirected
Di_Res,A_Scorp,14,undirected
Di_Res,Di_An,43,undirected
Di_Res,Di_Carn,18,undirected
Di_Res,Di_Pud,33,undirected
Di_Res,Di_Virg_vel,1,undirected
Di_Spect,A_Ad_martyras,1,undirected
Di_Spect,A_Ad_Nationes_I_et_II,13,undirected
Di_Spect,A_Ad_Scapulam,5,undirected
Di_Spect,A_Apol,31,undirected
Di_Spect,A_Scorp,13,undirected
Di_Spect,Di_Cor,7,undirected
Di_Spect,Di_Cult_I_et_II,8,undirected
Di_Spect,Di_Idol,58,undirected
Di_Virg_vel,Di_An,2,undirected
Di_Virg_vel,Di_Cult_I_et_II,24,undirected
Di_Virg_vel,Di_Exhort_Cast,28,undirected
Di_Virg_vel,Di_Mono,6,undirected
Di_Virg_vel,Di_Res,1,undirected
Di_Virg_vel,Di_Vx_I_et_II,10,undirected
Di_Vx_I_et_II,A_Apol,3,undirected
Di_Vx_I_et_II,Di_Bapt,4,undirected
Di_Vx_I_et_II,Di_Cult_I_et_II,16,undirected
Di_Vx_I_et_II,Di_Exhort_Cast,42,undirected
Di_Vx_I_et_II,Di_Mono,3,undirected
Di_Vx_I_et_II,Di_Paen,35,undirected
Di_Vx_I_et_II,Di_Pat,8,undirected
Di_Vx_I_et_II,Di_Virg_vel,10,undirected
