Source,Target,Weight,Type
D_Adv_Marc_III,A_Scorp,1,undirected
D_Adv_Marc_III,D_Adv_Iudaeos,4,undirected
D_Adv_Marc_III,D_Adv_Marc_IV,5,undirected
D_Adv_Marc_III,D_Adv_Marc_V,4,undirected
D_Adv_Marc_III,D_Adv_Praxean,1,undirected
D_Adv_Marc_III,Di_Res,1,undirected
D_Adv_Marc_IV,A_Scorp,2,undirected
D_Adv_Marc_IV,D_Adv_Iudaeos,2,undirected
D_Adv_Marc_IV,D_Adv_Marc_I,1,undirected
D_Adv_Marc_IV,D_Adv_Marc_II,2,undirected
D_Adv_Marc_IV,D_Adv_Marc_III,5,undirected
D_Adv_Marc_IV,D_Adv_Marc_V,6,undirected
D_Adv_Marc_IV,D_Adv_Praxean,3,undirected
D_Adv_Marc_IV,Di_Pud,1,undirected
D_Adv_Marc_V,D_Adv_Iudaeos,1,undirected
D_Adv_Marc_V,D_Adv_Marc_II,1,undirected
D_Adv_Marc_V,D_Adv_Marc_III,4,undirected
D_Adv_Marc_V,D_Adv_Marc_IV,6,undirected
D_Adv_Marc_V,Di_Carn,1,undirected
D_Adv_Marc_V,Di_Pud,3,undirected
D_Adv_Marc_V,Di_Res,3,undirected
D_Adv_Praxean,D_Adv_Hermogenem,6,undirected
D_Adv_Praxean,D_Adv_Marc_III,1,undirected
D_Adv_Praxean,D_Adv_Marc_IV,3,undirected
D_Adv_Val,A_Pall,2,undirected
D_Adv_Val,Di_An,5,undirected
D_Adv_Val,Di_Ieiun,3,undirected
D_Praes,A_Apol,2,undirected
D_Praes,Di_Fug,2,undirected
D_Praes,Di_Mono,4,undirected
Di_An,A_Test_an,4,undirected
Di_An,D_Adv_Val,5,undirected
Di_An,Di_Ieiun,3,undirected
Di_An,Di_Res,6,undirected
Di_Bapt,Di_Orat,6,undirected
Di_Bapt,Di_Paen,2,undirected
Di_Bapt,Di_Pat,1,undirected
Di_Carn,D_Adv_Hermogenem,3,undirected
Di_Carn,D_Adv_Marc_V,1,undirected
Di_Carn,Di_Res,3,undirected
Di_Carn,Di_Virg_vel,3,undirected
Di_Cor,A_Pall,4,undirected
Di_Cor,Di_Cult_I_et_II,1,undirected
Di_Cor,Di_Idol,2,undirected
Di_Cor,Di_Spect,3,undirected
Di_Cult_I_et_II,A_Ad_Nationes_I_et_II,1,undirected
Di_Cult_I_et_II,A_Apol,3,undirected
Di_Cult_I_et_II,A_Pall,4,undirected
Di_Cult_I_et_II,Di_Cor,1,undirected
Di_Cult_I_et_II,Di_Virg_vel,2,undirected
Di_Cult_I_et_II,Di_Vx_I_et_II,5,undirected
Di_Exhort_Cast,Di_Mono,6,undirected
Di_Exhort_Cast,Di_Paen,1,undirected
Di_Exhort_Cast,Di_Vx_I_et_II,5,undirected
Di_Fug,A_Ad_Scapulam,1,undirected
Di_Fug,A_Scorp,6,undirected
Di_Fug,D_Praes,2,undirected
Di_Fug,Di_Mono,2,undirected
Di_Idol,A_Test_an,2,undirected
Di_Idol,Di_Cor,2,undirected
Di_Idol,Di_Spect,6,undirected
Di_Ieiun,D_Adv_Val,3,undirected
Di_Ieiun,Di_An,3,undirected
Di_Ieiun,Di_Orat,3,undirected
Di_Mono,D_Praes,4,undirected
Di_Mono,Di_Exhort_Cast,6,undirected
Di_Mono,Di_Fug,2,undirected
Di_Mono,Di_Vx_I_et_II,2,undirected
Di_Orat,Di_Bapt,6,undirected
Di_Orat,Di_Ieiun,3,undirected
Di_Orat,Di_Pat,2,undirected
Di_Paen,Di_Bapt,2,undirected
Di_Paen,Di_Exhort_Cast,1,undirected
Di_Paen,Di_Pat,6,undirected
Di_Paen,Di_Pud,3,undirected
Di_Paen,Di_Vx_I_et_II,3,undirected
Di_Pat,Di_Bapt,1,undirected
Di_Pat,Di_Orat,2,undirected
Di_Pat,Di_Paen,6,undirected
Di_Pat,Di_Vx_I_et_II,2,undirected
Di_Pud,D_Adv_Marc_IV,1,undirected
Di_Pud,D_Adv_Marc_V,3,undirected
Di_Pud,Di_Paen,3,undirected
Di_Res,D_Adv_Marc_III,1,undirected
Di_Res,D_Adv_Marc_V,3,undirected
Di_Res,Di_An,6,undirected
Di_Res,Di_Carn,3,undirected
Di_Spect,A_Ad_martyras,2,undirected
Di_Spect,A_Apol,2,undirected
Di_Spect,Di_Cor,3,undirected
Di_Spect,Di_Idol,6,undirected
Di_Virg_vel,D_Adv_Hermogenem,1,undirected
Di_Virg_vel,Di_Carn,3,undirected
Di_Virg_vel,Di_Cult_I_et_II,2,undirected
Di_Vx_I_et_II,Di_Cult_I_et_II,5,undirected
Di_Vx_I_et_II,Di_Exhort_Cast,5,undirected
Di_Vx_I_et_II,Di_Mono,2,undirected
Di_Vx_I_et_II,Di_Paen,3,undirected
Di_Vx_I_et_II,Di_Pat,2,undirected
