Source,Target,Weight,Type
D_Adv_Marc_V,D_Adv_Marc_III,39,undirected
D_Adv_Marc_V,D_Adv_Marc_IV,54,undirected
D_Adv_Marc_V,D_Adv_Praxean,18,undirected
D_Adv_Marc_V,Di_Carn,8,undirected
D_Adv_Marc_V,Di_Mono,2,undirected
D_Adv_Marc_V,Di_Pud,34,undirected
D_Adv_Marc_V,Di_Res,5,undirected
D_Adv_Praxean,A_Scorp,2,undirected
D_Adv_Praxean,D_Adv_Marc_III,7,undirected
D_Adv_Praxean,D_Adv_Marc_IV,27,undirected
D_Adv_Praxean,D_Adv_Marc_V,18,undirected
D_Adv_Val,A_Scorp,14,undirected
D_Adv_Val,Di_An,45,undirected
D_Adv_Val,Di_Ieiun,14,undirected
D_Praes,A_Ad_Nationes_I_et_II,9,undirected
D_Praes,A_Apol,23,undirected
D_Praes,A_Scorp,3,undirected
D_Praes,D_Adv_Marc_IV,8,undirected
D_Praes,Di_Mono,14,undirected
Di_An,A_Test_an,15,undirected
Di_An,D_Adv_Hermogenem,2,undirected
Di_An,D_Adv_Val,45,undirected
Di_An,Di_Cor,1,undirected
Di_An,Di_Ieiun,13,undirected
Di_An,Di_Pud,4,undirected
Di_An,Di_Res,49,undirected
Di_Bapt,A_Scorp,20,undirected
Di_Bapt,D_Adv_Marc_IV,1,undirected
Di_Bapt,Di_Ieiun,1,undirected
Di_Bapt,Di_Orat,8,undirected
Di_Bapt,Di_Pat,3,undirected
Di_Bapt,Di_Pud,24,undirected
Di_Carn,D_Adv_Marc_V,8,undirected
Di_Carn,Di_Mono,22,undirected
Di_Carn,Di_Res,23,undirected
Di_Carn,Di_Virg_vel,1,undirected
Di_Cor,A_Ad_martyras,4,undirected
Di_Cor,A_Apol,21,undirected
Di_Cor,A_Pall,17,undirected
Di_Cor,A_Scorp,21,undirected
Di_Cor,Di_An,1,undirected
Di_Cor,Di_Cult_I_et_II,12,undirected
Di_Cor,Di_Ieiun,2,undirected
Di_Cult_I_et_II,A_Ad_martyras,11,undirected
Di_Cult_I_et_II,A_Ad_Nationes_I_et_II,34,undirected
Di_Cult_I_et_II,A_Ad_Scapulam,7,undirected
Di_Cult_I_et_II,A_Apol,44,undirected
Di_Cult_I_et_II,A_Pall,15,undirected
Di_Cult_I_et_II,Di_Cor,12,undirected
Di_Cult_I_et_II,Di_Spect,2,undirected
Di_Cult_I_et_II,Di_Virg_vel,26,undirected
Di_Cult_I_et_II,Di_Vx_I_et_II,31,undirected
Di_Exhort_Cast,Di_Mono,54,undirected
Di_Exhort_Cast,Di_Pud,6,undirected
Di_Exhort_Cast,Di_Virg_vel,11,undirected
Di_Exhort_Cast,Di_Vx_I_et_II,35,undirected
Di_Fug,A_Scorp,24,undirected
Di_Fug,D_Adv_Marc_IV,4,undirected
Di_Fug,Di_Mono,20,undirected
Di_Fug,Di_Pud,6,undirected
Di_Idol,A_Ad_Scapulam,1,undirected
Di_Idol,A_Apol,6,undirected
Di_Idol,A_Scorp,18,undirected
Di_Idol,A_Test_an,11,undirected
Di_Idol,Di_Ieiun,5,undirected
Di_Idol,Di_Mono,2,undirected
Di_Idol,Di_Orat,9,undirected
Di_Idol,Di_Pat,1,undirected
Di_Idol,Di_Spect,48,undirected
Di_Ieiun,A_Pall,3,undirected
Di_Ieiun,A_Scorp,15,undirected
Di_Ieiun,D_Adv_Iudaeos,1,undirected
Di_Ieiun,D_Adv_Marc_IV,1,undirected
Di_Ieiun,D_Adv_Val,14,undirected
Di_Ieiun,Di_An,13,undirected
Di_Ieiun,Di_Bapt,1,undirected
Di_Ieiun,Di_Cor,2,undirected
Di_Ieiun,Di_Idol,5,undirected
Di_Ieiun,Di_Orat,15,undirected
Di_Ieiun,Di_Pud,27,undirected
Di_Mono,D_Adv_Hermogenem,3,undirected
Di_Mono,D_Adv_Marc_IV,5,undirected
Di_Mono,D_Adv_Marc_V,2,undirected
Di_Mono,D_Praes,14,undirected
Di_Mono,Di_Carn,22,undirected
Di_Mono,Di_Exhort_Cast,54,undirected
Di_Mono,Di_Fug,20,undirected
Di_Mono,Di_Idol,2,undirected
Di_Mono,Di_Pud,16,undirected
Di_Mono,Di_Virg_vel,3,undirected
Di_Orat,A_Scorp,18,undirected
Di_Orat,Di_Bapt,8,undirected
Di_Orat,Di_Idol,9,undirected
Di_Orat,Di_Ieiun,15,undirected
Di_Orat,Di_Pud,12,undirected
Di_Paen,A_Apol,10,undirected
Di_Paen,Di_Pat,40,undirected
Di_Paen,Di_Pud,23,undirected
Di_Paen,Di_Vx_I_et_II,6,undirected
Di_Pat,A_Scorp,4,undirected
Di_Pat,Di_Bapt,3,undirected
Di_Pat,Di_Idol,1,undirected
Di_Pat,Di_Paen,40,undirected
Di_Pat,Di_Pud,22,undirected
Di_Pat,Di_Vx_I_et_II,1,undirected
Di_Pud,A_Scorp,26,undirected
Di_Pud,A_Test_an,5,undirected
Di_Pud,D_Adv_Marc_II,12,undirected
Di_Pud,D_Adv_Marc_IV,7,undirected
Di_Pud,D_Adv_Marc_V,34,undirected
Di_Pud,Di_An,4,undirected
Di_Pud,Di_Bapt,24,undirected
Di_Pud,Di_Exhort_Cast,6,undirected
Di_Pud,Di_Fug,6,undirected
Di_Pud,Di_Ieiun,27,undirected
Di_Pud,Di_Mono,16,undirected
Di_Pud,Di_Orat,12,undirected
Di_Pud,Di_Paen,23,undirected
Di_Pud,Di_Pat,22,undirected
Di_Pud,Di_Res,38,undirected
Di_Res,A_Scorp,11,undirected
Di_Res,D_Adv_Marc_V,5,undirected
Di_Res,Di_An,49,undirected
Di_Res,Di_Carn,23,undirected
Di_Res,Di_Pud,38,undirected
Di_Res,Di_Virg_vel,1,undirected
Di_Spect,A_Ad_martyras,14,undirected
Di_Spect,A_Ad_Nationes_I_et_II,11,undirected
Di_Spect,A_Apol,34,undirected
Di_Spect,A_Scorp,9,undirected
Di_Spect,Di_Cult_I_et_II,2,undirected
Di_Spect,Di_Idol,48,undirected
Di_Virg_vel,A_Ad_Nationes_I_et_II,4,undirected
Di_Virg_vel,A_Apol,12,undirected
Di_Virg_vel,Di_Carn,1,undirected
Di_Virg_vel,Di_Cult_I_et_II,26,undirected
Di_Virg_vel,Di_Exhort_Cast,11,undirected
Di_Virg_vel,Di_Mono,3,undirected
Di_Virg_vel,Di_Res,1,undirected
Di_Virg_vel,Di_Vx_I_et_II,1,undirected
Di_Vx_I_et_II,A_Apol,7,undirected
Di_Vx_I_et_II,Di_Cult_I_et_II,31,undirected
Di_Vx_I_et_II,Di_Exhort_Cast,35,undirected
Di_Vx_I_et_II,Di_Paen,6,undirected
Di_Vx_I_et_II,Di_Pat,1,undirected
Di_Vx_I_et_II,Di_Virg_vel,1,undirected
